medcodeid	freq	final_term	site	Type_provisional	Diagnosis group
320118013	 30 	Sprain, shoulder joint, anterior	Shoulder	trauma	N/A
569231000006119	 29 	Closed traumatic subluxation shoulder	Shoulder	trauma	N/A
1715851000006113	 29 	Compartment syndrome	Other	trauma	N/A
7863251000006113	 29 	Injury of muscle at forearm level	Arm	trauma	N/A
320151016	 29 	Sprain radial collateral ligament	Wrist	trauma	N/A
320279018	 29 	Sprain, extensor tendon, foot	Foot/Ankle	trauma	N/A
569391000006114	 28 	Closed traumatic subluxation, sterno-clavicular joint, ant	Shoulder	trauma	N/A
319508016	 28 	Open dislocation of finger	Hand	trauma	N/A
320142012	 28 	Other forearm sprain	Arm	trauma	N/A
310419012	 28 	Recurrent subluxation of shoulder - multidirectional	Shoulder	trauma	N/A
320311012	 28 	Sacral sprain, unspecified	Back	trauma	N/A
325287019	 28 	Severe multiple injuries	Multiple	trauma	N/A
3216461000006116	 28 	Sprain of ligament of ankle joint	Foot/Ankle	trauma	N/A
390401000006116	 27 	[X]Injuries involving multiple body regions	Multiple	trauma	N/A
510491000006113	 27 	Biceps tendon rupture	Arm	trauma	N/A
814701000006117	 27 	Haglund's disease - osteochondrosis of os tibiale externum	Foot/Ankle	trauma	N/A
391114012	 27 	Hand dislocation NOS	Hand	trauma	N/A
311326016	 27 	Partial thickness rotator cuff tear	Shoulder	trauma	N/A
182671000006119	 27 	Recurrent joint dislocation, of the lower leg	Leg	trauma	N/A
320375010	 26 	Complete tear, knee, medial collateral ligament	Knee	trauma	N/A
131581000006115	 26 	Sprain, tarsometatarsal joint	Foot/Ankle	trauma	N/A
570891000006117	 25 	Closed traumatic dislocation shoulder joint, anterior (sub-coracoid)	Shoulder	trauma	N/A
3216441000006115	 25 	Sprain of ankle joint	Foot/Ankle	trauma	N/A
131011000006118	 25 	Sprain thumb, interphalangeal joint, ulnar collateral ligament	Hand	trauma	N/A
323940016	 24 	Other face and neck injuries NOS	Neck	trauma	N/A
320532017	 24 	Rupture of tendon of finger	Hand	trauma	N/A
568571000006113	 23 	Closed traumatic dislocation patello-femoral joint, medial	Knee	trauma	N/A
569191000006112	 23 	Closed traumatic subluxation patello-femoral joint, lateral	Knee	trauma	N/A
891941000006115	 23 	F.B. left in ankle/foot	Foot/Ankle	trauma	N/A
896211000006118	 23 	Sprained elbow	Elbow	trauma	N/A
390731000006118	 22 	[X]Injury of other muscles & tendons at ankle & foot level	Foot/Ankle	trauma	N/A
576481000006115	 22 	Complete tear of scapholunate ligament	Wrist	trauma	N/A
320343012	 22 	Complete tear ulnar collateral ligament	Wrist	trauma	N/A
320548016	 22 	Jaw sprain NOS	Head	trauma	N/A
320235016	 22 	Other thigh sprain	Leg	trauma	N/A
310573015	 22 	Triangular fibrocartilage tear	Shoulder	trauma	N/A
325434016	 21 	[X]Other specified injuries of wrist and hand	Hand/Wrist	trauma	N/A
319368019	 21 	Closed subluxation jaw	Head	trauma	N/A
1230246016	 21 	Closed traumatic dislocation carpometacarpal joint	Hand	trauma	N/A
568501000006119	 21 	Closed traumatic dislocation of shoulder NOS	Shoulder	trauma	N/A
402886019	 21 	Closed traumatic dislocation of wrist, unspecified	Wrist	trauma	N/A
319376017	 21 	Closed traumatic dislocation shoulder joint, unspecified	Shoulder	trauma	N/A
568641000006116	 21 	Closed traumatic dislocation sterno-clavicular joint	Shoulder	trauma	N/A
411299017	 21 	Dislocation of fibula, distal end	Leg	trauma	N/A
319684013	 21 	Dislocation of foot NOS	Foot/Ankle	trauma	N/A
182981000006112	 21 	Recurrent subluxation of metacarpophalangeal joint	Hand	trauma	N/A
158631000006112	 21 	Rupture biceps tendon	Arm	trauma	N/A
891421000006115	 21 	Tendon rupture - knee	Knee	trauma	N/A
391133019	 20 	Posterior dislocation of shoulder	Shoulder	trauma	N/A
320212019	 20 	Sprain wrist flexors	Wrist	trauma	N/A
320284012	 20 	Sprain, lumbosacral ligament	Back	trauma	N/A
895951000006115	 19 	Dislocated elbow	Elbow	trauma	N/A
5460051000006116	 19 	Dislocated patella	Knee	trauma	N/A
324001015	 19 	Injury of muscle and tendon at forearm level	Arm	trauma	N/A
319622014	 19 	Injury to multiple structures of knee	Knee	trauma	N/A
325512015	 19 	Muscle and tendon injury	Other	trauma	N/A
896221000006114	 19 	Sprain - hand	Hand	trauma	N/A
130691000006114	 19 	Sprain finger, distal interphalangeal joint, non specific	Hand	trauma	N/A
3649971000006118	 19 	Sprain of wrist joint	Wrist	trauma	N/A
320562011	 19 	Sternum sprain unspecified	Back	trauma	N/A
319415014	 18 	Closed traumatic dislocation of elbow, unspecified	Elbow	trauma	N/A
319454010	 18 	Closed traumatic dislocation proximal metacarpal	Hand	trauma	N/A
320320015	 18 	Complete tear, shoulder joint	Shoulder	trauma	N/A
320150015	 18 	Distal radioulnar joint sprain	Wrist	trauma	N/A
777711000006115	 18 	Inj of unspecified muscle & tendon at wrist & hand level	Hand/Wrist	trauma	N/A
320546017	 18 	Jaw sprain, unspecified	Head	trauma	N/A
323948011	 18 	Other flank injuries	Trunk	trauma	N/A
130931000006116	 18 	Sprain of scapholunate ligament	Wrist	trauma	N/A
320278014	 18 	Sprain, flexor tendon, foot	Foot/Ankle	trauma	N/A
13905331000006112	 17 	Repetitive motion disorder	Other	trauma	N/A
390611000006116	 17 	[X]Injury of other & unspecif musc & tendons at thigh level	Leg	trauma	N/A
319630010	 17 	Closed traumatic dislocation ankle joint	Foot/Ankle	trauma	N/A
319584017	 17 	Closed traumatic dislocation knee joint, lateral	Knee	trauma	N/A
891971000006111	 17 	F.B. left in hand	Hand	trauma	N/A
8262081000006117	 17 	Injury of tendon of shoulder joint	Shoulder	trauma	N/A
320544019	 17 	Other and ill-defined sprains and strains	Other	trauma	N/A
320252017	 17 	Other specified leg sprain	Leg	trauma	N/A
1786831018	 17 	Rupture supraspinatus tendon	Shoulder	trauma	N/A
320138014	 17 	Sprain, elbow joint, ulnar collateral ligament	Elbow	trauma	N/A
319569014	 16 	Acute meniscal tear, lateral, radial	Knee	trauma	N/A
390961000006113	 16 	[X]Injury of unspecified muscle & tendon of ankle and foot	Foot/Ankle	trauma	N/A
576661000006110	 16 	Complete tear, acromioclavicular ligament	Shoulder	trauma	N/A
320387015	 16 	Complete tear, ankle, lateral ligament	Foot/Ankle	trauma	N/A
895971000006113	 16 	Dislocated thumb	Hand	trauma	N/A
135401010	 16 	Dislocation of mandible	Head	trauma	N/A
5459801000006112	 16 	Dislocation of sternoclavicular joint	Shoulder	trauma	N/A
411298013	 16 	Dislocation of tibia, distal end	Leg	trauma	N/A
320263019	 16 	Distal tibiofibular sprain	Foot/Ankle	trauma	N/A
761911000006119	 16 	Flexor digitorum profundus tendon rupture	Hand	trauma	N/A
8261961000006116	 16 	Injury of tendon of elbow joint	Elbow	trauma	N/A
320579017	 16 	Other and ill-defined sprains and strains NOS	Other	trauma	N/A
323954012	 16 	Other axilla injuries	Shoulder	trauma	N/A
320268011	 16 	Partial tear, ankle, medial ligament	Foot/Ankle	trauma	N/A
310415018	 16 	Recurrent subluxation of shoulder - inferior	Shoulder	trauma	N/A
130661000006118	 16 	Sprain finger, proximal interphalangeal joint, radial collateral ligament	Hand	trauma	N/A
391074017	 16 	Tendon strain	Other	trauma	N/A
390741000006111	 15 	[X]Injury of other muscles & tendons at wrist & hand level	Hand/Wrist	trauma	N/A
391112011	 15 	Arm dislocation NOS	Arm	trauma	N/A
898351000006112	 15 	Bruise - wrist/hand	Hand/Wrist	trauma	N/A
319417018	 15 	Closed traumatic dislocation elbow joint, posterior	Elbow	trauma	N/A
319516013	 15 	Closed traumatic subluxation digit	Hand	trauma	N/A
310421019	 15 	Habitual dislocation of the shoulder	Shoulder	trauma	N/A
310424010	 15 	Recurrent dislocation of elbow	Elbow	trauma	N/A
130551000006116	 15 	Sprain & strain of oth & unsp parts of lumb spine & pelv	Back	trauma	N/A
131451000006110	 15 	Sprain, mid tarsal joint	Foot/Ankle	trauma	N/A
320119017	 15 	Sprain, shoulder joint, posterior	Shoulder	trauma	N/A
310242015	 14 	Radial tear of lateral meniscus	Knee	trauma	N/A
310227018	 14 	Radial tear of medial meniscus	Knee	trauma	N/A
319825013	 14 	Closed subluxation cervical spine	Neck	trauma	N/A
575301000006114	 14 	Compartment syndrome, thigh	Leg	trauma	N/A
895981000006111	 14 	Dislocated finger	Hand	trauma	N/A
4816371000006112	 14 	Haglund's deformity	Foot/Ankle	trauma	N/A
4378731000006118	 14 	Hip injury	Hip/Pelvis	trauma	N/A
8262071000006115	 14 	Injury of tendon of toe	Foot/Ankle	trauma	N/A
775171000006118	 14 	Injury of unspecified muscle & tendon of ankle and foot	Foot/Ankle	trauma	N/A
1494989015	 14 	Lumbosacral sprain	Back	trauma	N/A
320244015	 14 	Partial tear, knee, lateral collateral ligament	Knee	trauma	N/A
310373019	 14 	Pathological dislocation of knee joint	Knee	trauma	N/A
131421000006118	 14 	Strain of long head of biceps	Arm	trauma	N/A
320558017	 13 	Chondrocostal joint sprain	Chest	trauma	N/A
568161000006110	 13 	Closed traumatic dislocation distal radio-ulnar joint	Wrist	trauma	N/A
568911000006114	 13 	Closed traumatic subluxation costo-chondral joint	Chest	trauma	N/A
576541000006110	 13 	Complete tear, thumb, metacarpophalangeal joint, ulnar collateral ligament	Hand	trauma	N/A
311524017	 13 	Dislocation of tendon, wrist or hand	Hand/Wrist	trauma	N/A
320530013	 13 	Rupture extensor digitorum tendon	Hand	trauma	N/A
320514017	 13 	Rupture tendon forearm or wrist	Arm	trauma	N/A
896311000006110	 13 	Sprain - medial knee ligament	Knee	trauma	N/A
131001000006116	 13 	Sprain thumb, interphalangeal joint, radial collateral ligament	Hand	trauma	N/A
320136013	 13 	Sprain, elbow joint, lateral collateral ligament	Elbow	trauma	N/A
320289019	 13 	Sprain, iliolumbar ligament	Back	trauma	N/A
319621019	 13 	Tear of articular cartilage of knee, current	Knee	trauma	N/A
319559015	 12 	Acute meniscal tear, medial, anterior horn	Knee	trauma	N/A
890081000006116	 12 	Torn medial meniscus	Knee	trauma	N/A
391101011	 12 	Back sprain excluding lumbosacral	Back	trauma	N/A
319603017	 12 	Closed traumatic subluxation knee joint	Knee	trauma	N/A
319405015	 12 	Closed traumatic subluxation shoulder joint	Shoulder	trauma	N/A
4812801000006114	 12 	Detachment of the glenoid labrum and/or capsule of the shoulder joint	Shoulder	trauma	N/A
895991000006114	 12 	Dislocated finger NOS	Hand	trauma	N/A
4395921000006119	 12 	Injury of upper limb	Arm	trauma	N/A
51101000006111	 12 	Open traumatic dislocation of patello-femoral joint	Knee	trauma	N/A
320527018	 12 	Rupture flexor digitorum profundus tendon	Hand	trauma	N/A
4852291000006110	 12 	Rupture of ankle ligament	Foot/Ankle	trauma	N/A
320537011	 12 	Rupture of tendon of lower limb	Leg	trauma	N/A
320310013	 12 	Sacrum sprain	Back	trauma	N/A
3390741000006115	 12 	Sprain of ligament of knee joint	Knee	trauma	N/A
320576012	 12 	Sprain of pelvis NOS	Hip/Pelvis	trauma	N/A
896481000006112	 12 	Sprained ribs	Chest	trauma	N/A
319500011	 11 	Closed traumatic dislocation, distal interphalangeal joint	Hand	trauma	N/A
319518014	 11 	Closed traumatic subluxation, metacarpophalangeal joint	Hand	trauma	N/A
575271000006112	 11 	Compartment syndrome of forearm	Arm	trauma	N/A
896011000006113	 11 	Dislocated knee	Knee	trauma	N/A
325487016	 11 	Dislocations, sprains and strains involving multiple body regions	Other	trauma	N/A
310423016	 11 	Elbow - recurrent dislocation	Elbow	trauma	N/A
777771000006112	 11 	Inj/extensor muscle+tendon/oth finger(s) at forearm level	Arm	trauma	N/A
5453841000006111	 11 	Injury of thumb	Hand	trauma	N/A
321597018	 11 	Mallet finger with open tendon injury	Hand	trauma	N/A
320543013	 11 	Other specified tendon rupture	Other	trauma	N/A
189541000006115	 11 	Recurrent dislocation of hip	Hip/Pelvis	trauma	N/A
310429017	 11 	Recurrent subluxation of radial head	Arm	trauma	N/A
310462013	 11 	Recurrent subluxation of the ankle	Foot/Ankle	trauma	N/A
5459561000006111	 11 	Rupture of gastrocnemius tendon	Leg	trauma	N/A
320219011	 11 	Sprain, extensor digitorum tendon	Hand	trauma	N/A
320229016	 11 	Strain of quadriceps tendon	Leg	trauma	N/A
