medcodeid	freq	final_term	originalreadcode	snomedctconceptid	site
312466015	12	Dysplastic spondylolisthesis	N3840	203682009	Other
312496013	12	Segmental and somatic dysfunction	N3y00	203708004	Other
312637012	12	Muscle atrophy	Nyu84	88092000	Other
312649013	12	Tendon contracture	Nyu93	274141009	Other
312679018	12	Enthesopathy of lower limb	NyuAJ	312836001	Leg
314781014	12	Cleft hand with syndactyly	PF582	205266000	Hand
319405015	12	Closed traumatic subluxation shoulder joint	S4120	208774004	Shoulder
319559015	12	Acute meniscal tear, medial, anterior horn	S4600	208915004	Knee
319603017	12	Closed traumatic subluxation knee joint	S469	208959008	Knee
320310013	12	Sacrum sprain	S573	209566009	Back
320527018	12	Rupture flexor digitorum profundus tendon	S5T1	209772006	Hand
320537011	12	Rupture of tendon of lower limb	S5V	281549008	Leg
320576012	12	Sprain of pelvis NOS	S5y5z	209810003	Hip/Pelvis
3390741000006115	12	Sprain of ligament of knee joint	^ESCTSP339074	54888009	Knee
359328017	12	Shoulder synovitis	N220z-1	239818009	Shoulder
391101011	12	Back sprain excluding lumbosacral	S57-1	262995003	Back
400271011	12	Spondylosis NOS	N11zz	8847002	Back
4395921000006119	12	Injury of upper limb	^ESCTIN439592	127278005	Arm
46489018	12	Congenital deformity of ankle joint	PF6y1	27774009	Foot/Ankle
4812801000006114	12	Detachment of the glenoid labrum and/or capsule of the shoulder joint	^ESCTDE481280	202329003	Shoulder
4852291000006110	12	Rupture of ankle ligament	^ESCTRU485229	209633004	Foot/Ankle
51101000006111	12	Open traumatic dislocation of patello-femoral joint	S464	208932000	Knee
757321000006110	12	Joint effusion of ankle AND/OR foot	N0907	4819006	Foot/Ankle
80324016	12	Lumbosacral spondylosis without myelopathy	N114	48210000	Back
890081000006116	12	Torn medial meniscus	N072-99	637181000000107	Knee
893411000006112	12	Spine anomaly - congenital	PG1-99	74877002	Back
895991000006114	12	Dislocated finger NOS	S44z-99	590671000000100	Hand
896481000006112	12	Sprained ribs	S5y3-99	209799008	Chest
106668015	11	Subpatellar bursitis	N2167	64166009	Knee
1491483014	11	Costen's syndrome	J0461	386207004	Chest
1778711014	11	Supraspinatus syndrome	N2110-1	202841003	Shoulder
189541000006115	11	Recurrent dislocation of hip	N083l	429190007	Hip/Pelvis
217231000006115	11	Post-operative heterotopic calcification	N2313	80116000	Other
2764811000006113	11	Garrod's pads	^ESCTGA276481	16687001	Hand
299380018	11	Myopathy	Fyu82	129565002	Other
310175015	11	Unspecified monoarthritis NOS	N066z	699462004	Other
310423016	11	Elbow - recurrent dislocation	N0832-1	202222009	Elbow
310429017	11	Recurrent subluxation of radial head	N083T	202227003	Arm
310462013	11	Recurrent subluxation of the ankle	N083t	202251008	Foot/Ankle
310506010	11	Abduction contracture of hip	N084W	202285009	Hip/Pelvis
310846011	11	Arthralgia of talonavicular joint	N094R	202493006	Foot/Ankle
310895011	11	Stiff ankle NEC	N095P	249912007	Foot/Ankle
311025014	11	Joint disorder NOS, of shoulder region	N09z1	444003007	Shoulder
312199011	11	Avascular necrosis of the talus	N3344	203478002	Foot/Ankle
312327010	11	Flexion contracture of toe joint	N367E	203581005	Foot/Ankle
312663019	11	[X]Other bursitis, not elsewhere classified	NyuA6	84017003	Other
315020010	11	Congenital anomalies of cervical vertebrae NEC	PG1u	74877002	Neck
315759011	11	[X]Other congenital varus deformities of feet	Pyu81	42162004	Foot/Ankle
319500011	11	Closed traumatic dislocation, distal interphalangeal joint	S4403	208861003	Hand
319518014	11	Closed traumatic subluxation, metacarpophalangeal joint	S4421	208878007	Hand
320219011	11	Sprain, extensor digitorum tendon	S5262	209502008	Hand
320229016	11	Strain of quadriceps tendon	ESCTST12	209507002	Leg
320543013	11	Other specified tendon rupture	S5W	415749005	Other
321597018	11	Mallet finger with open tendon injury	S9324	210586009	Hand
325487016	11	Dislocations, sprains and strains involving multiple body regions	SyuA4	213367004	Other
400159012	11	Pyogenic arthritis of the pelvic region and thigh	N0105	267880006	Hip/Pelvis
400347018	11	Acquired deformity of other limb parts	N36y	240226003	Other
40511019	11	Eosinophilic fasciitis	N00y0	24129002	Other
41261000006115	11	Osteoarthritis and allied disorders	N05	396275006	Other
5278211000006115	11	Stiff back	^ESCTST527821	249921008	Back
5453841000006111	11	Injury of thumb	^ESCTIN545384	262520005	Hand
5459561000006111	11	Rupture of gastrocnemius tendon	^ESCTRU545956	262981001	Leg
575271000006112	11	Compartment syndrome of forearm	SK0y1	212381005	Arm
581631000006116	11	Congenital deformity of hip, unspecified	PF63X	2749000	Hip/Pelvis
736251000006113	11	Localized connective tissue disorder, unspecified	M2V	105969002	Other
777771000006112	11	Inj/extensor muscle+tendon/oth finger(s) at forearm level	SK1C4	312847008	Arm
891021000006111	11	Back disorder/symptom NOS	N14z-99	666671000000106	Back
896011000006113	11	Dislocated knee	S46-99	269112001	Knee
959971000006110	11	Limited range of motion	EMISCLI3	959971000006106	Other
